Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR19509115_2										2.9881039087157077	2.4277737314882253	6.286962855061909	10.064578781257588	59.714493809176986	15.815489196406896	0.0
SRR19509116_1										6.286939291448874	3.429161969184517	18.56871989340986	6.437258720235045	29.367804311434526	27.572512042636056	0.0
SRR19509116_2										4.673567694988214	2.3085989545967	8.39653582043661	1.8140821973967407	37.94199036589115	41.629086809470124	0.0
SRR19509117_1										5.709144887769331	2.8689667581305383	18.129638792676893	13.222976924114974	53.182492915298454	0.0	0.0
SRR19509117_2										2.4281408843506815	2.01610363906257	4.2283298097251585	9.51014349332014	59.1318429220458	20.080968017633037	0.0
SRR19509118_1										5.680233420701251	3.0483161070174574	23.045348894713417	12.829236931902477	35.46708867019435	13.051777854705504	0.0
SRR19509118_2										2.8732505810790765	2.3569556401760545	7.531773898422432	11.558280995005193	57.185104594233714	15.525443845507144	0.0
SRR19509119_1										6.705197009311499	1.999908261088941	20.740333012247145	19.367001513692035	42.822806293289304	0.0	0.0
SRR19509119_2										3.0824274115866244	1.9778909224347507	7.062061373331499	8.527131782945736	76.13137012063666	0.0	0.0
SRR19509120_1										11.077924526429642	4.671700884130307	22.702600791847345	21.111960070254128	30.526806711848938	0.0	0.0
SRR19509120_2										5.400041676176111	5.208529724044177	12.96327535052641	13.660855155442214	57.60441370550821	0.0	0.0
SRR19509121_1										6.247448662655521	3.0136840423832596	23.38089913565128	20.773654225014642	37.542374385460484	0.0	0.0
SRR19509121_2										2.2629252968425537	1.9017446710327814	8.81120991072538	15.057771151695862	68.61278242195127	0.0	0.0
SRR19509122_1										6.163538231989242	3.1066369480722824	21.500543408182438	24.425737285169564	36.219536905704864	0.0	0.0
SRR19509122_2										3.114926225431503	1.5335163114557813	4.384106692209921	27.15475159798847	60.70329913238896	0.0	0.0
SRR19509123_1										6.142493595363128	3.443609406517835	21.632778122952008	10.740214310639782	50.18256406764658	0.0	0.0
SRR19509123_2										2.158426459448648	2.3882273837590327	9.506949350174052	11.128322538363989	71.73703965342617	0.0	0.0
SRR19509124_1										6.957501760976754	4.736323080535336	28.438600610471944	19.93050011739845	31.88729748767316	0.0	0.0
SRR19509124_2										2.4935430852312748	2.4155905142052125	9.1598966893637	20.819910777177743	61.91594270955624	0.0	0.0
SRR19509125_1										6.582960913669575	2.791374051216571	26.12346598567071	23.11041356316947	32.15932467900972	0.0	0.0
SRR19509125_2										3.0520678158473435	1.1420869688586224	9.88242179187061	13.045328793360289	69.48907568986309	0.0	0.0
SRR19509126_1										5.001908761213972	3.950181332315327	15.712922313418593	15.552586371444932	38.0960106890628	16.065088757396452	0.0
SRR19509126_2										2.2074823439587705	1.8925367436533689	10.610803588471082	8.792708532162626	74.24508493987402	0.0	0.0
SRR19509127_1										7.249318873871467	4.076072439767082	18.339654896094874	12.515803906903859	49.02505475719857	0.0	0.0
SRR19509127_2										3.1394127179158433	2.3639083284363482	10.225795537510907	10.564132699396335	70.42933205121356	0.0	0.0
SRR19509128_1										5.390028828217738	3.6849245379006272	16.218416143801935	11.33627268102425	52.723418687468204	4.246226895031372	0.0
SRR19509128_2										1.907749703238935	2.4071561811090385	9.077497032389351	10.501102255384094	73.52128200780058	0.0	0.0
SRR19509129_1										5.182091772900957	6.1534169681804345	15.474419233760525	17.64531836472458	48.53751732999695	0.0	0.0
SRR19509129_2										2.1421566969871164	2.704324890947824	9.74030365536131	11.94332668312312	70.90082169546545	0.0	0.0
SRR19509130_1										7.435009628203229	5.585283661679751	16.42164123833506	27.23300251814546	35.68823137312991	0.0	0.0
SRR19509130_2										2.454266034661532	2.5320322915123685	11.056695304399348	20.71359798548363	60.3290253295808	0.0	0.0
SRR19509131_1										6.24869292436389	4.507668177065179	18.94475426978041	14.830080167305681	42.80324154757756	5.1768909027535726	0.0
SRR19509131_2										3.854130359010108	0.8626699198326944	17.633321714883234	2.822411990240502	57.66120599512025	13.378354827466016	0.0
SRR19509132_1										10.536191605742507	4.382113965056381	20.465206847108387	10.956612557752562	41.09327149457436	0.0	0.0
SRR19509132_2										5.659308562425873	3.6333221221079466	11.06813474712786	8.205731886495194	66.64247402241065	0.0	0.0
SRR19509133_1										6.564357070258491	3.0537216947010832	14.142348298248345	18.426715257620568	50.43539570189816	0.0	0.0
SRR19509133_2										2.0748825667744093	1.5602823891366255	13.792566682843304	4.22118651051634	55.94766094990431	19.382662918570475	0.0
SRR19509134_1										9.968666817275485	5.874726202987948	20.12886876405819	13.921166105157697	33.21612038228447	5.530945201308332	0.0
SRR19509134_2										5.718551405082065	4.579162942372482	17.01224842597413	6.212613816067342	60.85021952872536	0.0	0.0
SRR19509135_1										9.994190417606452	4.980862552115371	23.69882441391566	11.477342628665163	37.85284669537284	0.0	0.0
SRR19509135_2										5.009056113731119	3.521632150912446	11.742191237782789	10.520470234433736	64.284737885312	0.0	0.0
SRR19509136_1										5.015618344455488	3.8821051635193338	13.551280230962185	18.550333664631548	52.54626342940981	0.0	0.0
SRR19509136_2										2.625538359600549	4.4819915755596575	13.101661223910266	13.721662170476595	61.971697666714	0.0	0.0
SRR19509137_1										7.52348257715057	3.9881885127852104	19.883877863425152	17.44549415313267	31.23884747420766	12.020724449959692	0.0
SRR19509137_2										6.280740210686497	5.053396255468701	13.511652974157842	0.0	69.921468102644	0.0	0.0
SRR19509138_1										6.647614657755244	5.309979257893524	20.836137358838442	9.186448490435584	26.091726204194515	24.44157640009219	0.0
SRR19509138_2										4.108780825074902	4.816778059460705	8.245217792118	3.3546900207421064	50.045632634247525	25.518322194053926	0.0
SRR19509139_1										9.406249473027437	4.236016256049645	26.553515117788905	15.438188226168192	35.721994570074706	0.0	0.0
SRR19509139_2										6.313552891182274	1.7832751555623008	18.408627173234855	13.004839716025025	56.10445017790594	0.0	0.0
SRR19509140_1										10.317246754692821	6.421950246355698	20.055488025535624	9.648235610693044	35.09200063096751	10.483339673938257	0.0
SRR19509140_2										4.141188260292657	4.4362583626392995	8.279592840374498	3.502797598611872	75.98426292787485	0.0	0.0
SRR19509141_1										6.871601356342503	6.23970950774735	16.47546746646968	15.251733252641042	35.71256930785593	12.514128567741475	0.0
SRR19509141_2										2.4866279224997996	3.8420804371623603	11.762978257580476	2.5622769466273883	75.85461147551197	0.0	0.0
SRR19509142_1										9.281817280031742	5.039182620771749	23.188175776212677	8.48427735343716	37.284991568296796	5.716694772344014	0.0
SRR19509142_2										5.955758357305823	3.608768971332209	12.34004563039381	3.7287967463545284	68.54974704890388	0.0	0.0
SRR19509143_1										8.809512062755932	5.601657703882776	18.177512457447335	13.553702698702452	44.36726034831516	0.0	0.0
SRR19509143_2										5.806897232226553	6.533129409442992	10.557994967684643	0.0	71.67595836005724	0.0	0.0
SRR19509144_1										11.498700039659807	7.037412417926232	23.643414268717226	13.583043229189617	31.335654166483057	0.0	0.0
SRR19509144_2										6.574714669721941	4.885206891993126	13.657074868902304	7.160798484114044	61.34931476666814	0.0	0.0
SRR19509145_1										12.776794859856597	7.1077381506657975	25.019089300679763	21.374429648943106	18.741968525933515	0.0	0.0
SRR19509145_2										8.504516249185212	7.212962100754259	13.721948039854734	7.115187633857902	56.35347797746532	0.0	0.0
SRR19509146_1										10.345026651528855	6.643639232589912	29.161775742297998	12.084592145015106	29.031885619720203	0.0	0.0
SRR19509146_2										5.871995689572229	3.9034387207266152	12.706140435276234	10.686589566455636	61.72667269613409	0.0	0.0
SRR19509147_1										6.466396509298475	4.868321151858323	18.62347807791875	9.379888217052844	38.792890531380635	14.731199517009852	0.0
SRR19509147_2										3.39922611805816	2.1478425525297524	15.548989654131487	1.3062688096305308	73.67612217455337	0.0	0.0
SRR19509148_1										7.955510776585867	3.971828759951797	21.84258875125941	11.455184812027104	41.4202177048144	5.873288686066497	0.0
SRR19509148_2										4.555601651553765	1.620932851300895	14.996345245856299	2.8991090302060494	72.31375570437977	0.0	0.0
SRR19509149_1										9.961531271829282	4.595586426737242	26.43913381411045	16.294605523361636	32.44261666059956	0.0	0.0
SRR19509149_2										4.525732725966884	3.7356972088035336	10.192737182829765	15.46619966352161	61.32072687202999	0.0	0.0
SRR19509150_1										9.827345182549337	4.559648517637661	17.90272507761297	7.341006880775586	50.178827544888435	0.0	0.0
SRR19509150_2										4.278244766797988	5.1614894428205735	9.858208819738204	0.0	75.51333490677366	0.0	0.0
SRR19509151_1										8.185641465056701	4.4889001582569	19.884411258098645	14.36727841848021	31.25355203679254	14.380393631252678	0.0
SRR19509151_2										3.1406562852471342	2.297785277736489	14.044644184277482	28.330608283568388	48.2972082083745	0.0	0.0
SRR19509152_1										9.295747512960627	6.4295222082107335	35.121549670730005	19.41817290177946	18.144878800616507	0.0	0.0
SRR19509152_2										3.8330180748213536	3.0361146139834663	22.050581476810986	10.057622250245203	54.82958525991313	0.0	0.0
SRR19509153_1										11.490883089023955	4.2125491598140865	23.61458705756167	17.17018233821952	32.794065069717554	0.0	0.0
SRR19509153_2										5.55952806578477	4.788165892027172	11.360386127994278	12.175545227028959	61.802824454772974	0.0	0.0
SRR19509154_1										5.315624107397887	6.363896029705798	23.82176520994002	17.4921451013996	38.46043987432162	0.0	0.0
SRR19509154_2										2.416452442159383	2.514519661049224	9.490621727125584	10.1932781110159	70.85689802913453	0.0	0.0
